area,bedrooms,bathrooms,floors,parking,property_age,location,property_type,price
1485.0,2,1.0,2,0.0,32.0,Kolkata,Apartment,9610000.0
2012.0,3,3.0,3,1.0,17.0,Pune,Independent House,23660000.0
1774.0,3,3.0,2,1.0,0.0,Hyderabad,Apartment,20420000.0
2029.0,3,3.0,3,0.0,41.0,Kolkata,Independent House,11910000.0
876.0,1,1.0,1,0.0,43.0,Hyderabad,Apartment,6340000.0
2765.0,5,4.0,2,1.0,18.0,Chennai,Independent House,28840000.0
781.0,1,1.0,1,2.0,21.0,Bangalore,Apartment,7870000.0
3053.0,5,5.0,3,1.0,36.0,Chennai,Villa,35230000.0
1398.0,2,2.0,3,1.0,150.0,Delhi,Independent House,25590000.0
1060.0,2,1.0,2,1.0,40.0,Bangalore,Apartment,7480000.0
2322.0,4,3.0,3,0.0,36.0,Bangalore,Independent House,17900000.0
1500.0,2,1.0,1,2.0,1.0,Bangalore,Apartment,21550000.0
2670.0,5,5.0,2,2.0,28.0,Pune,Villa,31170000.0
2190.0,4,3.0,2,1.0,42.0,Mumbai,Independent House,32020000.0
1009.0,2,2.0,2,0.0,21.0,Delhi,Independent House,12800000.0
519.0,1,1.0,1,1.0,27.0,Bangalore,Apartment,5870000.0
2166.0,4,4.0,2,1.0,44.0,Kolkata,Independent House,13770000.0
3980.0,6,5.0,2,3.0,28.0,Chennai,Villa,46040000.0
1011.0,2,2.0,1,1.0,18.0,Mumbai,Apartment,17440000.0
1838.0,3,3.0,2,0.0,5.0,Delhi,Apartment,23380000.0
938.0,1,1.0,2,1.0,32.0,Bangalore,Independent House,10660000.0
1719.0,3,2.0,2,,26.0,Pune,Independent House,15960000.0
1255.0,2,2.0,3,1.0,32.0,Mumbai,Independent House,20690000.0
1850.0,3,3.0,1,1.0,8.0,Delhi,Independent House,27700000.0
2004.0,3,2.0,2,1.0,32.0,Chennai,Apartment,13100000.0
1864.0,3,3.0,1,1.0,21.0,Delhi,Apartment,23890000.0
2593.0,4,4.0,3,1.0,11.0,Mumbai,Villa,60760000.0
3593.0,6,5.0,2,2.0,5.0,Chennai,Villa,55850000.0
1640.0,3,3.0,2,0.0,41.0,Pune,Apartment,11310000.0
877.0,1,1.0,2,1.0,41.0,Delhi,Apartment,7460000.0
959.0,1,1.0,3,2.0,7.0,Delhi,Independent House,15510000.0
1086.0,2,2.0,1,1.0,3.0,Hyderabad,Apartment,11890000.0
1993.0,3,2.0,3,1.0,29.0,Chennai,Independent House,22330000.0
1977.0,3,2.0,1,1.0,44.0,Hyderabad,Apartment,12360000.0
1131.0,2,1.0,1,1.0,18.0,Hyderabad,Independent House,11500000.0
881.0,1,1.0,2,0.0,18.0,Delhi,Apartment,11370000.0
906.0,1,1.0,1,0.0,19.0,Chennai,Apartment,10230000.0
2865.0,5,5.0,3,2.0,20.0,Pune,Villa,34070000.0
1285.0,2,2.0,1,2.0,23.0,Pune,Apartment,12180000.0
829.0,1,1.0,2,0.0,14.0,Delhi,Apartment,12050000.0
2220.0,4,4.0,2,,20.0,Kolkata,Villa,25550000.0
987.0,2,1.0,1,0.0,11.0,Chennai,Apartment,9800000.0
1032.0,2,2.0,1,1.0,30.0,Bangalore,Apartment,11760000.0
1346.0,2,2.0,1,0.0,15.0,Delhi,Apartment,18630000.0
2381.0,4,4.0,3,,35.0,Mumbai,Villa,48130000.0
1126.0,2,1.0,1,1.0,7.0,Delhi,Apartment,14500000.0
1140.0,2,1.0,2,1.0,26.0,Kolkata,Apartment,6750000.0
927.0,1,1.0,2,1.0,34.0,Delhi,Apartment,10300000.0
1169.0,2,1.0,1,0.0,43.0,Kolkata,Apartment,7650000.0
1850.0,3,3.0,1,0.0,28.0,Mumbai,Apartment,23300000.0
4080.0,6,5.0,1,2.0,33.0,Chennai,Villa,45150000.0
2416.0,4,3.0,2,1.0,21.0,Mumbai,Independent House,39990000.0
1517.0,2,1.0,1,0.0,43.0,Pune,Apartment,12430000.0
1071.0,2,2.0,2,0.0,42.0,Bangalore,Apartment,8570000.0
773.0,1,1.0,1,1.0,28.0,Chennai,Apartment,6480000.0
541.0,1,1.0,2,0.0,12.0,Chennai,Apartment,6400000.0
1549.0,3,2.0,2,0.0,0.0,Kolkata,Apartment,15030000.0
4105.0,6,5.0,2,2.0,19.0,Chennai,Villa,59620000.0
1125.0,2,2.0,1,1.0,42.0,Delhi,Apartment,10470000.0
1814.0,3,3.0,2,2.0,17.0,Delhi,Villa,27850000.0
1135.0,2,1.0,1,0.0,21.0,Pune,Apartment,10690000.0
2141.0,4,4.0,3,1.0,10.0,Chennai,Independent House,26710000.0
2320.0,4,3.0,3,2.0,17.0,Chennai,Independent House,25480000.0
2123.0,4,4.0,2,0.0,25.0,Chennai,Independent House,23280000.0
1540.0,3,3.0,1,0.0,1.0,Bangalore,Apartment,16810000.0
1437.0,2,2.0,2,0.0,10.0,Kolkata,Apartment,13200000.0
1155.0,2,1.0,1,1.0,15.0,Pune,Apartment,10940000.0
1124.0,2,1.0,1,2.0,30.0,Delhi,Apartment,12760000.0
964.0,1,1.0,2,1.0,34.0,Mumbai,Apartment,12960000.0
1317.0,2,1.0,1,1.0,25.0,Mumbai,Apartment,20870000.0
1031.0,2,2.0,2,0.0,13.0,Mumbai,Apartment,17840000.0
1297.0,2,2.0,2,0.0,42.0,Kolkata,Apartment,8240000.0
2650.0,5,,1,1.0,28.0,Delhi,Villa,44940000.0
2459.0,4,3.0,3,1.0,34.0,Delhi,Villa,37630000.0
3243.0,6,5.0,1,1.0,16.0,Mumbai,Villa,59090000.0
1790.0,3,2.0,1,1.0,39.0,Kolkata,Independent House,11430000.0
914.0,1,1.0,2,0.0,10.0,Pune,Apartment,9280000.0
1279.0,2,2.0,2,0.0,7.0,Mumbai,Apartment,25150000.0
640.0,1,1.0,1,1.0,40.0,Delhi,Apartment,6800000.0
1597.0,3,2.0,2,1.0,20.0,Bangalore,Independent House,18650000.0
967.0,1,,2,1.0,37.0,Mumbai,Independent House,12560000.0
942.0,1,1.0,2,1.0,7.0,Mumbai,Independent House,18940000.0
2307.0,4,4.0,3,1.0,5.0,Kolkata,Villa,29670000.0
1842.0,3,3.0,2,0.0,2.0,Chennai,Independent House,20840000.0
1826.0,3,2.0,2,1.0,4.0,Bangalore,Independent House,24060000.0
1714.0,3,3.0,3,0.0,16.0,Bangalore,Independent House,18880000.0
2559.0,4,4.0,2,2.0,29.0,Delhi,Villa,36850000.0
1926.0,3,3.0,2,0.0,12.0,Bangalore,Apartment,20320000.0
1665.0,3,2.0,1,1.0,16.0,Hyderabad,Apartment,15340000.0
1710.0,3,3.0,3,0.0,4.0,Bangalore,Independent House,20630000.0
2806.0,5,4.0,2,2.0,2.0,Delhi,Villa,61980000.0
1069.0,2,2.0,2,2.0,0.0,Mumbai,Apartment,22020000.0
2201.0,4,3.0,3,2.0,27.0,Pune,Independent House,20800000.0
1560.0,3,2.0,2,2.0,16.0,Mumbai,Apartment,32740000.0
1423.0,2,2.0,2,0.0,38.0,Mumbai,Apartment,20120000.0
1598.0,3,2.0,1,1.0,8.0,Delhi,Apartment,21340000.0
1239.0,2,2.0,1,1.0,14.0,Mumbai,Apartment,18290000.0
1436.0,2,2.0,1,1.0,18.0,Chennai,Independent House,14550000.0
1345.0,2,2.0,2,0.0,35.0,Bangalore,Apartment,12140000.0
2148.0,4,4.0,3,2.0,19.0,Delhi,Independent House,27880000.0
781.0,1,1.0,1,2.0,19.0,Pune,Independent House,8080000.0
2354.0,4,4.0,2,2.0,44.0,Pune,Independent House,19680000.0
947.0,1,1.0,2,2.0,44.0,Mumbai,Independent House,13500000.0
1264.0,2,2.0,1,0.0,6.0,Bangalore,Apartment,15820000.0
1621.0,3,2.0,2,2.0,16.0,Pune,Independent House,19070000.0
2417.0,4,4.0,2,2.0,27.0,Bangalore,Independent House,27800000.0
892.0,1,1.0,2,2.0,31.0,Bangalore,Apartment,9760000.0
1304.0,2,2.0,1,0.0,9.0,Delhi,Apartment,17860000.0
2771.0,5,4.0,1,3.0,17.0,Mumbai,Villa,59890000.0
854.0,1,1.0,1,0.0,28.0,Mumbai,Apartment,12470000.0
1351.0,2,1.0,1,1.0,1.0,Chennai,Apartment,16080000.0
1586.0,3,2.0,1,1.0,7.0,Chennai,Apartment,16320000.0
1725.0,3,3.0,1,0.0,40.0,Mumbai,Independent House,26930000.0
1164.0,2,2.0,2,2.0,17.0,Chennai,Apartment,9850000.0
1605.0,3,3.0,2,2.0,14.0,Bangalore,Apartment,15960000.0
1288.0,2,1.0,2,2.0,14.0,Delhi,Apartment,19530000.0
1921.0,3,3.0,3,1.0,0.0,Delhi,Independent House,40370000.0
1504.0,2,2.0,1,1.0,33.0,Pune,Apartment,12130000.0
561.0,1,1.0,1,1.0,23.0,Mumbai,Apartment,8930000.0
1379.0,2,2.0,1,1.0,30.0,Bangalore,Apartment,13230000.0
1449.0,2,2.0,1,1.0,40.0,Mumbai,Apartment,19340000.0
1150.0,2,1.0,2,3.0,23.0,Mumbai,Villa,23720000.0
1115.0,2,1.0,2,0.0,25.0,Kolkata,Independent House,10040000.0
1237.0,2,1.0,2,2.0,30.0,Kolkata,Apartment,8470000.0
1690.0,3,3.0,1,1.0,11.0,Kolkata,Apartment,13230000.0
3588.0,6,5.0,3,2.0,28.0,Bangalore,Villa,39070000.0
1897.0,3,2.0,1,2.0,28.0,Chennai,Villa,24710000.0
2658.0,5,4.0,2,2.0,10.0,Bangalore,Villa,39560000.0
1479.0,2,1.0,3,2.0,27.0,Bangalore,Independent House,18790000.0
510.0,1,1.0,1,1.0,15.0,Delhi,Apartment,6420000.0
1615.0,3,2.0,3,1.0,10.0,Bangalore,Independent House,20920000.0
1540.0,3,3.0,1,1.0,36.0,Hyderabad,Apartment,12200000.0
500.0,1,1.0,2,0.0,44.0,Bangalore,Apartment,3580000.0
1379.0,2,1.0,1,0.0,41.0,Bangalore,Apartment,12620000.0
1081.0,2,1.0,2,1.0,43.0,Pune,Apartment,8390000.0
1168.0,2,1.0,1,1.0,30.0,Mumbai,Apartment,19240000.0
4112.0,6,5.0,3,3.0,1.0,Hyderabad,Villa,45420000.0
894.0,1,1.0,1,2.0,12.0,Mumbai,Apartment,17410000.0
2018.0,3,2.0,2,0.0,42.0,Kolkata,Independent House,14780000.0
1653.0,3,3.0,1,2.0,12.0,Delhi,Apartment,25440000.0
1025.0,2,1.0,1,0.0,9.0,Mumbai,Apartment,21170000.0
1548.0,3,3.0,2,0.0,38.0,Mumbai,Independent House,23000000.0
1535.0,3,3.0,2,2.0,31.0,Kolkata,Apartment,11500000.0
881.0,1,1.0,2,1.0,7.0,Bangalore,Apartment,9650000.0
1079.0,2,,1,0.0,27.0,Hyderabad,Apartment,8000000.0
975.0,2,1.0,1,0.0,5.0,Mumbai,Apartment,21260000.0
3421.0,6,5.0,3,2.0,35.0,Pune,Villa,37980000.0
808.0,1,1.0,2,0.0,18.0,Chennai,Apartment,7440000.0
1772.0,3,2.0,1,2.0,44.0,Delhi,Apartment,17130000.0
1400.0,2,2.0,2,1.0,42.0,Delhi,Apartment,15950000.0
1208.0,2,2.0,1,1.0,30.0,Bangalore,Apartment,11020000.0
1102.0,2,2.0,2,1.0,20.0,Pune,Apartment,11280000.0
1534.0,3,2.0,2,0.0,25.0,Delhi,Apartment,18210000.0
3092.0,5,5.0,1,2.0,41.0,Hyderabad,Villa,26210000.0
1500.0,2,2.0,2,1.0,14.0,Mumbai,Apartment,26650000.0
1008.0,2,1.0,2,1.0,42.0,,Apartment,0.0
695.0,1,1.0,1,1.0,36.0,Bangalore,Apartment,6550000.0
959.0,1,1.0,1,1.0,38.0,Mumbai,Apartment,13100000.0
950.0,1,1.0,2,0.0,34.0,Pune,Apartment,7570000.0
1734.0,3,3.0,2,1.0,40.0,Mumbai,Apartment,22000000.0
1454.0,2,2.0,1,1.0,19.0,Mumbai,Villa,34060000.0
1266.0,2,1.0,1,0.0,17.0,Pune,Apartment,11510000.0
1181.0,2,1.0,1,1.0,34.0,Delhi,Apartment,13250000.0
1123.0,2,2.0,1,0.0,30.0,Mumbai,Apartment,15500000.0
758.0,1,1.0,2,2.0,9.0,Kolkata,Apartment,6370000.0
1643.0,3,2.0,3,1.0,27.0,Kolkata,Independent House,11580000.0
2779.0,5,5.0,3,2.0,29.0,Mumbai,Independent House,42550000.0
1439.0,2,1.0,1,1.0,32.0,Delhi,Apartment,14390000.0
1290.0,2,2.0,2,,37.0,Mumbai,Apartment,18640000.0
730.0,1,1.0,1,2.0,26.0,Bangalore,Apartment,8010000.0
1129.0,2,1.0,2,1.0,31.0,Hyderabad,Villa,12050000.0
3099.0,5,4.0,3,1.0,22.0,Delhi,Independent House,42990000.0
2227.0,4,4.0,2,1.0,28.0,Mumbai,Villa,44890000.0
1487.0,2,1.0,2,0.0,43.0,Delhi,Apartment,16470000.0
1335.0,2,2.0,2,0.0,19.0,Mumbai,Apartment,22490000.0
749.0,1,1.0,2,1.0,22.0,Bangalore,Apartment,8680000.0
1269.0,2,2.0,2,1.0,19.0,Bangalore,Independent House,16210000.0
1591.0,3,3.0,1,1.0,14.0,Hyderabad,Apartment,13790000.0
527.0,1,1.0,2,2.0,26.0,Chennai,Independent House,5020000.0
1233.0,2,2.0,1,1.0,0.0,Hyderabad,Apartment,12380000.0
2047.0,3,2.0,3,2.0,39.0,Bangalore,Independent House,15110000.0
1530.0,3,2.0,2,1.0,17.0,Pune,Apartment,15130000.0
3242.0,6,5.0,3,3.0,37.0,Hyderabad,Villa,29330000.0
1110.0,2,1.0,1,0.0,24.0,Pune,Apartment,9860000.0
2184.0,4,3.0,1,1.0,39.0,Pune,Independent House,19290000.0
1425.0,2,2.0,2,1.0,33.0,Hyderabad,Apartment,11270000.0
1727.0,3,2.0,2,2.0,39.0,Chennai,Apartment,13820000.0
554.0,1,1.0,2,2.0,12.0,Delhi,Apartment,7760000.0
1129.0,2,1.0,2,1.0,38.0,Hyderabad,Apartment,9450000.0
1924.0,3,3.0,1,2.0,28.0,Mumbai,Independent House,31910000.0
1795.0,3,3.0,2,0.0,6.0,Mumbai,Apartment,33630000.0
1600.0,3,2.0,2,1.0,12.0,Hyderabad,Independent House,16790000.0
1212.0,2,1.0,2,0.0,34.0,Bangalore,Apartment,11870000.0
1804.0,3,2.0,1,,40.0,Chennai,Independent House,16780000.0
3690.0,6,5.0,1,1.0,20.0,Mumbai,Villa,88390000.0
2402.0,4,4.0,3,1.0,20.0,Pune,Independent House,22360000.0
1179.0,2,2.0,2,1.0,34.0,Mumbai,Apartment,14370000.0
1241.0,2,2.0,2,1.0,10.0,Bangalore,Apartment,14360000.0
1819.0,3,3.0,3,1.0,7.0,Bangalore,Independent House,22630000.0
1406.0,2,2.0,1,1.0,43.0,Pune,Independent House,12370000.0
1739.0,3,2.0,2,0.0,42.0,Hyderabad,Apartment,14010000.0
1110.0,2,1.0,1,1.0,11.0,Chennai,Apartment,9300000.0
1193.0,2,2.0,1,2.0,16.0,Pune,Apartment,13720000.0
1452.0,2,1.0,3,1.0,44.0,Pune,Independent House,10380000.0
1576.0,3,2.0,3,1.0,31.0,Chennai,Independent House,16400000.0
1140.0,2,2.0,1,0.0,15.0,Hyderabad,Apartment,9750000.0
2632.0,5,4.0,1,1.0,40.0,Bangalore,Independent House,27430000.0
2658.0,5,,2,2.0,6.0,Delhi,Villa,53340000.0
1305.0,2,1.0,1,2.0,0.0,Delhi,Apartment,20330000.0
1049.0,2,2.0,2,1.0,31.0,Bangalore,Apartment,9590000.0
1835.0,3,2.0,2,1.0,4.0,Bangalore,Independent House,21730000.0
983.0,2,2.0,1,0.0,12.0,Bangalore,Apartment,10470000.0
1701.0,3,3.0,2,1.0,33.0,Bangalore,Independent House,18010000.0
2375.0,4,4.0,1,0.0,30.0,Pune,Independent House,21200000.0
655.0,1,1.0,3,1.0,42.0,Delhi,Independent House,7750000.0
2974.0,5,4.0,2,1.0,10.0,Bangalore,Villa,47050000.0
1115.0,2,2.0,2,1.0,11.0,Delhi,Apartment,13990000.0
2541.0,4,4.0,2,1.0,44.0,Hyderabad,Independent House,18360000.0
1496.0,2,1.0,3,1.0,4.0,Pune,Independent House,17630000.0
1287.0,2,2.0,1,0.0,12.0,Mumbai,Apartment,19770000.0
2900.0,5,4.0,3,1.0,9.0,Mumbai,Independent House,58500000.0
1901.0,3,2.0,3,1.0,2.0,Kolkata,Independent House,16690000.0
2002.0,3,3.0,3,1.0,,Mumbai,Independent House,37400000.0
1585.0,3,2.0,1,1.0,,Hyderabad,Independent House,18690000.0
2938.0,5,4.0,2,2.0,24.0,Bangalore,Villa,38360000.0
1226.0,2,2.0,2,1.0,44.0,Chennai,Apartment,8160000.0
785.0,1,1.0,1,1.0,35.0,Bangalore,Apartment,6880000.0
2148.0,4,4.0,3,2.0,31.0,Mumbai,Villa,41820000.0
1596.0,3,2.0,2,2.0,25.0,Chennai,Independent House,17650000.0
820.0,1,1.0,1,1.0,,Kolkata,Apartment,4870000.0
1297.0,2,1.0,1,2.0,14.0,Mumbai,Apartment,24140000.0
2564.0,4,4.0,1,2.0,36.0,Delhi,Independent House,27510000.0
789.0,1,1.0,2,0.0,10.0,Chennai,Apartment,8560000.0
2466.0,4,4.0,3,,17.0,Pune,Independent House,26250000.0
1952.0,3,3.0,2,1.0,19.0,Delhi,Independent House,27410000.0
3609.0,6,5.0,1,2.0,17.0,Delhi,Villa,62080000.0
1289.0,2,1.0,1,1.0,11.0,Delhi,Apartment,14880000.0
1168.0,2,1.0,2,2.0,7.0,Delhi,Independent House,18250000.0
1049.0,2,2.0,3,1.0,33.0,Delhi,Independent House,12890000.0
1317.0,2,1.0,2,0.0,31.0,Bangalore,Independent House,13860000.0
1048.0,2,1.0,2,0.0,33.0,Pune,Apartment,7610000.0
3192.0,6,5.0,2,0.0,20.0,Chennai,Independent House,38990000.0
1627.0,3,3.0,2,0.0,23.0,Bangalore,Independent House,18320000.0
1156.0,2,2.0,2,1.0,33.0,Mumbai,Apartment,17600000.0
1002.0,2,2.0,1,2.0,2.0,Kolkata,Apartment,8940000.0
722.0,1,1.0,2,1.0,14.0,Chennai,Independent House,7440000.0
1724.0,3,2.0,1,2.0,18.0,Chennai,Villa,24270000.0
2024.0,3,3.0,1,1.0,6.0,Chennai,Villa,26720000.0
2226.0,4,3.0,3,2.0,2.0,Pune,Independent House,24900000.0
1076.0,2,1.0,2,2.0,6.0,Hyderabad,Apartment,11850000.0
937.0,1,1.0,1,0.0,36.0,Delhi,Apartment,10080000.0
1139.0,2,1.0,1,1.0,34.0,Delhi,Apartment,10420000.0
3160.0,5,4.0,1,1.0,0.0,Chennai,Villa,61320000.0
4251.0,6,5.0,1,2.0,32.0,Delhi,Villa,68710000.0
1384.0,2,2.0,1,0.0,23.0,Kolkata,Apartment,10250000.0
1112.0,2,1.0,3,0.0,32.0,Delhi,Independent House,15210000.0
1095.0,2,2.0,2,1.0,38.0,Pune,Apartment,8980000.0
3421.0,6,5.0,1,3.0,34.0,Hyderabad,Villa,34260000.0
1580.0,3,3.0,2,1.0,,Hyderabad,Apartment,11500000.0
2144.0,4,3.0,3,1.0,33.0,Mumbai,Villa,38050000.0
2269.0,4,4.0,3,1.0,8.0,Hyderabad,Independent House,22260000.0
1961.0,3,3.0,2,1.0,28.0,Hyderabad,Apartment,13720000.0
1420.0,2,2.0,1,0.0,27.0,Mumbai,Apartment,18840000.0
887.0,1,1.0,2,,4.0,Mumbai,Apartment,17490000.0
1609.0,3,2.0,1,0.0,2.0,Delhi,Independent House,26420000.0
739.0,1,1.0,2,1.0,35.0,Pune,Apartment,6190000.0
1164.0,2,1.0,2,1.0,39.0,Delhi,Apartment,10920000.0
1563.0,3,3.0,1,0.0,40.0,Hyderabad,Apartment,11370000.0
3059.0,5,4.0,2,3.0,19.0,Bangalore,Villa,39940000.0
2262.0,4,4.0,1,1.0,21.0,Kolkata,Independent House,17820000.0
1852.0,3,2.0,1,2.0,8.0,Bangalore,Apartment,21870000.0
1620.0,3,2.0,1,0.0,7.0,Bangalore,Apartment,17760000.0
2909.0,5,5.0,2,3.0,12.0,Mumbai,Villa,76660000.0
1734.0,3,3.0,2,1.0,41.0,Bangalore,Independent House,13760000.0
1377.0,2,2.0,1,0.0,42.0,Delhi,Apartment,13910000.0
1357.0,2,1.0,1,1.0,24.0,Delhi,Apartment,20400000.0
730.0,1,1.0,2,0.0,39.0,Bangalore,Apartment,6960000.0
1797.0,3,3.0,1,1.0,29.0,Mumbai,Apartment,28460000.0
1708.0,3,3.0,2,1.0,32.0,Delhi,Independent House,22400000.0
1241.0,2,1.0,2,1.0,18.0,Pune,Apartment,9990000.0
950.0,1,1.0,1,0.0,45.0,Mumbai,Apartment,11490000.0
4038.0,6,5.0,3,3.0,40.0,Hyderabad,Villa,38880000.0
1155.0,2,2.0,1,1.0,17.0,Delhi,Apartment,12960000.0
1617.0,3,2.0,1,1.0,18.0,Hyderabad,Independent House,16510000.0
1694.0,3,3.0,1,1.0,29.0,Mumbai,Independent House,26260000.0
2731.0,5,4.0,3,3.0,40.0,Hyderabad,Villa,24900000.0
1706.0,3,3.0,1,0.0,40.0,Delhi,Apartment,18790000.0
1165.0,2,2.0,2,2.0,25.0,Delhi,Apartment,13660000.0
1065.0,2,2.0,2,1.0,32.0,Kolkata,Apartment,7180000.0
2008.0,3,3.0,1,1.0,8.0,Bangalore,Apartment,20830000.0
1489.0,2,1.0,1,1.0,14.0,Mumbai,Apartment,23640000.0
1396.0,2,1.0,2,0.0,29.0,Bangalore,Apartment,13160000.0
1496.0,2,2.0,1,2.0,9.0,,Apartment,14830000.0
1353.0,2,2.0,2,1.0,44.0,Delhi,Apartment,12410000.0
1488.0,2,1.0,2,1.0,39.0,Pune,Apartment,11330000.0
1046.0,2,2.0,2,1.0,8.0,Pune,Apartment,12070000.0
1597.0,3,2.0,1,1.0,13.0,Delhi,Apartment,20110000.0
2614.0,4,4.0,3,0.0,23.0,Chennai,Independent House,24390000.0
1691.0,3,2.0,2,0.0,39.0,Delhi,Independent House,23230000.0
3933.0,6,5.0,1,2.0,34.0,Delhi,Villa,57690000.0
1242.0,2,1.0,2,0.0,38.0,Hyderabad,Apartment,8830000.0
1346.0,2,2.0,2,1.0,42.0,Mumbai,Independent House,17670000.0
1181.0,2,2.0,1,1.0,31.0,Delhi,Apartment,14930000.0
1133.0,2,1.0,1,0.0,44.0,Bangalore,Apartment,8950000.0
1405.0,2,1.0,3,1.0,35.0,Chennai,Independent House,11940000.0
1208.0,2,2.0,2,2.0,9.0,Mumbai,Apartment,21030000.0
3116.0,5,5.0,3,3.0,12.0,Hyderabad,Villa,44200000.0
3205.0,6,5.0,2,2.0,26.0,Kolkata,Villa,29300000.0
1280.0,2,2.0,2,2.0,39.0,Pune,Apartment,9680000.0
1500.0,2,2.0,1,0.0,21.0,Chennai,Apartment,13680000.0
1839.0,3,2.0,1,1.0,37.0,Chennai,Apartment,14200000.0
912.0,1,1.0,1,0.0,30.0,Hyderabad,Apartment,7090000.0
2974.0,5,4.0,2,3.0,31.0,Chennai,Villa,30670000.0
1702.0,3,3.0,3,0.0,13.0,Delhi,Independent House,24870000.0
2975.0,5,4.0,2,2.0,43.0,Mumbai,Villa,45160000.0
1818.0,3,3.0,1,1.0,32.0,Mumbai,Apartment,24350000.0
745.0,1,1.0,2,0.0,17.0,Bangalore,Apartment,7610000.0
1654.0,3,2.0,2,1.0,15.0,Hyderabad,Apartment,14190000.0
2604.0,4,4.0,3,2.0,4.0,Bangalore,Independent House,32480000.0
1477.0,2,2.0,1,1.0,29.0,Mumbai,Apartment,19630000.0
1327.0,2,1.0,1,1.0,23.0,Mumbai,Apartment,23570000.0
3420.0,6,5.0,2,,40.0,Pune,Villa,38600000.0
1487.0,2,2.0,2,0.0,42.0,Kolkata,Apartment,8070000.0
1199.0,2,1.0,2,1.0,1.0,Kolkata,Apartment,11810000.0
1103.0,2,1.0,1,0.0,27.0,Chennai,Apartment,9380000.0
1948.0,3,2.0,3,0.0,33.0,Kolkata,Independent House,13390000.0
937.0,1,1.0,1,2.0,5.0,Delhi,Apartment,16170000.0
1397.0,2,1.0,3,1.0,26.0,Chennai,Independent House,14690000.0
1223.0,2,2.0,1,0.0,21.0,Delhi,Apartment,15830000.0
893.0,1,1.0,2,0.0,34.0,Kolkata,Apartment,5220000.0
1347.0,2,2.0,1,1.0,11.0,Mumbai,Apartment,28200000.0
3841.0,6,5.0,1,2.0,17.0,Delhi,Villa,66370000.0
2184.0,4,3.0,3,2.0,36.0,Delhi,Villa,30580000.0
1150.0,2,1.0,3,3.0,11.0,Bangalore,Villa,21040000.0
990.0,2,2.0,2,3.0,36.0,Delhi,Villa,13480000.0
1697.0,3,3.0,3,2.0,19.0,Mumbai,Villa,34370000.0
3866.0,6,5.0,2,2.0,14.0,Bangalore,Villa,64430000.0
2467.0,4,3.0,3,1.0,10.0,Mumbai,Villa,57290000.0
2986.0,5,,1,2.0,10.0,Chennai,Villa,38910000.0
1064.0,2,2.0,1,2.0,33.0,Delhi,Apartment,13000000.0
1569.0,3,3.0,3,1.0,0.0,Hyderabad,Independent House,18980000.0
2562.0,4,4.0,3,1.0,36.0,Chennai,Independent House,21550000.0
756.0,1,1.0,1,1.0,3.0,Mumbai,Apartment,13360000.0
2028.0,3,2.0,3,1.0,33.0,Mumbai,Independent House,33540000.0
1743.0,3,2.0,3,0.0,34.0,Mumbai,Independent House,24230000.0
2423.0,4,4.0,1,1.0,33.0,Delhi,Independent House,27080000.0
1696.0,3,3.0,1,2.0,2.0,Kolkata,Apartment,15990000.0
1134.0,2,2.0,1,0.0,26.0,Mumbai,Apartment,18860000.0
1453.0,2,1.0,2,1.0,,Mumbai,Apartment,23030000.0
1516.0,2,1.0,2,2.0,23.0,Bangalore,Apartment,16090000.0
1684.0,3,3.0,2,0.0,16.0,Chennai,Apartment,18830000.0
1713.0,3,2.0,3,0.0,35.0,Mumbai,Independent House,27890000.0
3083.0,5,5.0,2,2.0,29.0,Pune,Villa,39720000.0
1307.0,2,1.0,2,1.0,31.0,Bangalore,Apartment,11860000.0
963.0,1,1.0,1,2.0,5.0,Delhi,Apartment,14010000.0
2034.0,3,3.0,3,2.0,37.0,Hyderabad,Villa,20570000.0
2029.0,3,2.0,3,2.0,24.0,Hyderabad,Independent House,18590000.0
3160.0,5,5.0,1,2.0,33.0,Chennai,Villa,32280000.0
1362.0,2,2.0,1,2.0,,Bangalore,Apartment,12430000.0
1389.0,2,1.0,1,1.0,38.0,Bangalore,Independent House,12230000.0
1670.0,3,2.0,3,1.0,40.0,Delhi,Independent House,19690000.0
1101.0,2,2.0,2,1.0,34.0,Chennai,Apartment,10220000.0
1582.0,3,2.0,2,0.0,15.0,Bangalore,Apartment,15610000.0
2744.0,5,4.0,1,1.0,,Delhi,Villa,50800000.0
1763.0,3,3.0,2,0.0,43.0,Bangalore,Independent House,15980000.0
1319.0,2,2.0,1,2.0,19.0,Chennai,Apartment,13580000.0
3045.0,5,5.0,2,3.0,40.0,Pune,Villa,36340000.0
1010.0,2,1.0,1,1.0,13.0,Delhi,Apartment,12940000.0
1090.0,2,2.0,1,0.0,,Delhi,Apartment,13790000.0
1733.0,3,3.0,2,0.0,15.0,Bangalore,Apartment,19790000.0
1409.0,2,2.0,1,1.0,37.0,Bangalore,Apartment,11340000.0
3043.0,5,4.0,3,2.0,41.0,Hyderabad,Villa,26880000.0
1244.0,2,2.0,2,1.0,15.0,Chennai,Apartment,12260000.0
952.0,1,1.0,2,2.0,10.0,Hyderabad,Apartment,9350000.0
1162.0,2,2.0,2,2.0,38.0,Hyderabad,Independent House,9210000.0
1042.0,2,2.0,1,1.0,35.0,Mumbai,Apartment,14070000.0
1425.0,2,1.0,1,2.0,1.0,Pune,Apartment,17570000.0
